fonte,run_id,id,nome,latitude,longitude,precipitacao_24h_mm
APAC,20260819T213416Z,1177,USF Alto da Bela Vista-Ibura - Recife [USF Alto da Bela Vista-Ibura],-8.123580000000000,-34.941530000000000,0.2
APAC,20260819T213416Z,1263,Várzea - Recife [Várzea],-8.039000000000000,-34.959000000000000,1.18
APAC,20260819T213416Z,1168,Várzea - Recife [Várzea],-8.036000000000000,-34.980000000000000,2.76
APAC,20260819T213416Z,1421,Caruaru - Rendeiras - APAC,-8.282620000000000,-35.938120000000000,0.2
APAC,20260819T213416Z,1506,RIACHO DAS ALMAS - RIACHO DAS ALMAS - APAC,-8.138333000000000,-35.859722000000000,0.0
APAC,20260819T213416Z,1522,BELÃ‰M DO SÃƒO FRANCISCO - RIACHO PEQUENO - APAC,-8.722750000000000,-39.032278000000000,3.37
APAC,20260819T213416Z,1276,São Lourenço da Mata - Rua dos Milagres*,-8.010000000000000,-35.016000000000000,0.0
APAC,20260819T213416Z,1277,Caruaru - Rua dos Milagres*,-8.297000000000000,-36.031000000000000,0.0
APAC,20260819T213416Z,1282,Ipojuca - Rurópolis*,-8.411000000000000,-35.070000000000000,0.0
APAC,20260819T213416Z,1504,SANTA MARIA DO CAMBUCA - S M DO CAMBUCA - APAC,-7.830070000000000,-35.884150000000000,0.0
APAC,20260819T213416Z,1390,Amaraji - SAAE - APAC,-8.377780000000000,-35.447500000000000,0.0
APAC,20260819T213416Z,1460,Xexeú - SAAE - APAC,-8.810000000000000,-35.627220000000000,0.0
APAC,20260819T213416Z,1413,Gameleira - SAAE - APAC,-8.583140000000000,-35.385470000000000,0.0
APAC,20260819T213416Z,1401,Água Preta - SAAE - APAC,-8.708610000000000,-35.521670000000000,0.0
APAC,20260819T213416Z,1578,SALGADINHO - SALGADINHO [MEU REFÃºGIO] - APAC,-7.939410000000000,-35.634160000000000,0.0
APAC,20260819T213416Z,1577,SALGUEIRO - SALGUEIRO [IPA] - APAC,-8.073340000000000,-39.129810000000000,0.0
APAC,20260819T213416Z,1521,PESQUEIRA - SALOBRO - APAC,-8.610294000000000,-36.699811000000000,0.0
APAC,20260819T213416Z,1302,Petrolina - SAMU*,-9.378830000000000,-40.535360000000000,0.0
APAC,20260819T213416Z,1207,Palmares - Santo Onofre*,-8.674000000000000,-35.590000000000000,0.0
APAC,20260819T213416Z,1501,Betânea - São Caetano do Navio - APAC,-8.182280000000000,-37.981280000000000,0.0
APAC,20260819T213416Z,1400,Tamandaré - Saué - APAC,-8.768670000000000,-35.313050000000000,4.14
APAC,20260819T213416Z,1447,Caetés - Secretária de Agricultura - APAC,-8.773330000000000,-36.621670000000000,0.2
APAC,20260819T213416Z,1448,Capoeiras - Secretária de Educação - APAC,-8.734800000000000,-36.627000000000000,0.0
APAC,20260819T213416Z,1374,Ilha de Itamaracá - SERES - APAC,-7.768450000000000,-34.868820000000000,0.0
APAC,20260819T213416Z,1502,PALMARES - Serro Azul - APAC,-8.592500000000000,-35.664440000000000,3.37
APAC,20260819T213416Z,1226,Ipubi - Serrolândia*,-7.470000000000000,-40.278000000000000,0.0
APAC,20260819T213416Z,1235,Maraial - Sertãozinho de Baixo,-8.884000000000000,-35.748000000000000,24.42
APAC,20260819T213416Z,1449,João Alfredo - Sítio Cascavél - APAC,-7.864890000000000,-35.567810000000000,0.0
APAC,20260819T213416Z,1379,Paulista - Sítio Pica Pau - APAC,-7.931680000000000,-34.944550000000000,0.2
APAC,20260819T213416Z,1563,SOLIDÃƒO - SOLIDAO - APAC,-7.602130000000000,-37.652580000000000,0.0
APAC,20260819T213416Z,1519,Palmares - Sto Antonio Palmares - APAC,-8.761390000000000,-35.675000000000000,0.0
APAC,20260819T213416Z,1572,Corpo de Bombeiros - Surubim [Bombeiros],-7.844490000000000,-35.755710000000000,0.0
APAC,20260819T213416Z,1205,Olinda - Tabajara*,-7.973000000000000,-34.868000000000000,0.0
APAC,20260819T213416Z,1569,Tacaratu - Tacaratu - APAC,-9.106870000000000,-38.149310000000000,0.0
APAC,20260819T213416Z,1570,CAIC - APAC - Taquaritinga do Norte,-7.898380000000000,-36.050430000000000,0.0
APAC,20260819T213416Z,1517,TEREZINHA - TEREZINHA - APAC,-9.056936000000000,-36.623556000000000,0.0
APAC,20260819T213416Z,1579,TERRA NOVA - TERRA NOVA [ESCOLA FRANCISCO HUGO] - APAC,-8.224680000000000,-39.376600000000000,0.0
APAC,20260819T213416Z,1192,Caruaru - Terra Vermelha*,-8.373000000000000,-35.986000000000000,0.2
APAC,20260819T213416Z,1171,Camaragibe - Timbi*,-8.026000000000000,-34.993000000000000,0.0
APAC,20260819T213416Z,1267,São Lourenço da Mata - Tiúma*,-7.979000000000000,-35.073000000000000,0.0
APAC,20260819T213416Z,1246,Cabo de Santo Agostinho - Torrinha*,-8.287000000000000,-35.033000000000000,2.4
APAC,20260819T213416Z,1298,Igarassu - Três Ladeiras*,-7.758000000000000,-35.036000000000000,0.0
APAC,20260819T213416Z,1591,TRINDADE - TRINDADE [PSF] - APAC,-7.760670000000000,-40.260990000000000,77.48
APAC,20260819T213416Z,1523,TUPANATINGA - TUPANATINGA - APAC,-8.750469000000000,-37.325300000000000,1.41
APAC,20260819T213416Z,1567,TUPARETAMA - TUPARETAMA [COMPESA] - APAC,-7.602240000000000,-37.309420000000000,0.0
APAC,20260819T213416Z,1394,Tracunhaém - Unidade Mista de Saúde - APAC,-7.803790000000000,-35.231310000000000,0.0
APAC,20260819T213416Z,1508,PETROLINA - URU - APAC,-8.943361000000000,-40.573611000000000,0.0
APAC,20260819T213416Z,1403,Timbaúba - Usina Cruangi - APAC,-7.551180000000000,-35.276040000000000,0.0
APAC,20260819T213416Z,1415,Vitória de Santo Antão - Usina JB - APAC,-8.225130000000000,-35.270700000000000,0.0
APAC,20260819T213416Z,1408,Camutanga - Usina Olho d'água - APAC,-7.414460000000000,-35.256980000000000,0.0
APAC,20260819T213416Z,1393,Lagoa de Itaenga - Usina Petribu - APAC,-7.930960000000000,-35.242760000000000,0.0
APAC,20260819T213416Z,1525,VERDEJANTE - VERDEJANTE - APAC,-7.930167000000000,-38.968306000000000,0.0
APAC,20260819T213416Z,1575,VERTENTE DO LÃ‰RIO - VERTENTE DO LÃ©RIO [EREN] - APAC,-7.773540000000000,-35.843770000000000,0.0
APAC,20260819T213416Z,1515,Vicência - VICENCIA - APAC,-7.668806000000000,-35.412472000000000,0.0
APAC,20260819T213416Z,1224,Camaragibe - Vila da Fábrica*,-7.999000000000000,-34.980000000000000,0.0
