identificador,tipo,entidade,ano,coluna,quantidade_valores_unicos,dtype_inferido
chikungunya_2020,fato,chikungunya,2020.0,mami_hemor,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,epistaxe,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,gengivo,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,metro,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,petequias,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,hematura,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,sangram,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,laco_n,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,plasmatico,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,evidencia,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,plaq_menor,0,vazio
chikungunya_2020,fato,chikungunya,2020.0,con_fhd,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,nu_notificacao,1434,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_notificacao,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_cid,1,texto
chikungunya_2019,fato,chikungunya,2019.0,dt_notificacao,284,texto
chikungunya_2019,fato,chikungunya,2019.0,ds_semana_notificacao,56,inteiro
chikungunya_2019,fato,chikungunya,2019.0,notificacao_ano,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_uf_notificacao,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_municipio_notificacao,7,inteiro
chikungunya_2019,fato,chikungunya,2019.0,id_regional,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_unidade_notificacao,96,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_diagnostico_sintoma,325,texto
chikungunya_2019,fato,chikungunya,2019.0,ds_semana_sintoma,52,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_nascimento,682,texto
chikungunya_2019,fato,chikungunya,2019.0,nu_idade,101,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_sexo,2,texto
chikungunya_2019,fato,chikungunya,2019.0,tp_gestante,7,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_raca_cor,6,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_escolaridade,11,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_uf_residencia,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_municipio_residencia,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_regional_residencia,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_distrito_residencia,8,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_bairro_residencia,85,inteiro
chikungunya_2019,fato,chikungunya,2019.0,no_bairro_residencia,88,texto
chikungunya_2019,fato,chikungunya,2019.0,co_logradouro_residencia,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,nome_logradouro_residencia,1148,texto
chikungunya_2019,fato,chikungunya,2019.0,nu_cep_residencia,328,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_zona_residencia,4,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_pais_residencia,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_investigacao,280,texto
chikungunya_2019,fato,chikungunya,2019.0,co_cbo_ocupacao,45,inteiro
chikungunya_2019,fato,chikungunya,2019.0,febre,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,mialgia,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,cefaleia,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,exantema,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,vomito,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,nausea,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dor_costas,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,conjutivite,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,artrite,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,artralgia,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,petequia_n,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,leucopenia,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,laco,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dor_retro,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,diabetes,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,hematolog,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,hepatopat,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,renal,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,hipertensao,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,acido_pept,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,auto_imune,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_chil_s1,180,texto
chikungunya_2019,fato,chikungunya,2019.0,dt_chil_s2,2,texto
chikungunya_2019,fato,chikungunya,2019.0,dt_prnt,15,texto
chikungunya_2019,fato,chikungunya,2019.0,res_chiks1,4,inteiro
chikungunya_2019,fato,chikungunya,2019.0,res_chiks2,4,inteiro
chikungunya_2019,fato,chikungunya,2019.0,resul_prnt,4,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_coleta_exame,2,texto
chikungunya_2019,fato,chikungunya,2019.0,tp_result_exame,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_coleta_NS1,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,Tp_result_NS1,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_coleta_isolamento,6,texto
chikungunya_2019,fato,chikungunya,2019.0,tp_result_isolamento,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_coleta_rtpcr,65,texto
chikungunya_2019,fato,chikungunya,2019.0,tp_result_rtpcr,3,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_sorotipo,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_result_histopatologia,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_result_imunohistoquimica,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,st_ocorreu_hospitalizacao,3,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_internacao,93,texto
chikungunya_2019,fato,chikungunya,2019.0,co_uf_hospital,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_municipio_hospital,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_autoctone_residencia,3,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_uf_infeccao,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_pais_infeccao,1,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_municipio_infeccao,3,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_distrito_infeccao,5,inteiro
chikungunya_2019,fato,chikungunya,2019.0,co_bairro_infeccao,24,inteiro
chikungunya_2019,fato,chikungunya,2019.0,no_bairro_infeccao,24,texto
chikungunya_2019,fato,chikungunya,2019.0,tp_classificacao_final,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_criterio_confirmacao,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,st_doenca_trabalho,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,clinc_chik,2,inteiro
chikungunya_2019,fato,chikungunya,2019.0,tp_evolucao_caso,3,inteiro
chikungunya_2019,fato,chikungunya,2019.0,dt_obito,24,texto
chikungunya_2019,fato,chikungunya,2019.0,dt_encerramento,243,texto
chikungunya_2019,fato,chikungunya,2019.0,alrm_hipot,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_plaq,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_vom,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_sang,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_hemat,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_abdom,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_letar,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_hepat,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,alrm_liq,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,dt_alrm,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_pulso,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_conv,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_ench,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_insuf,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_taqui,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_extre,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_hipot,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_hemat,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_melen,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_metro,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_sang,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_ast,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_mioc,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_consc,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,grav_orgao,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,dt_grav,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,mami_hemor,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,epistaxe,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,gengivo,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,metro,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,petequias,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,hematura,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,sangram,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,laco_n,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,plasmatico,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,evidencia,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,plaq_menor,0,vazio
chikungunya_2019,fato,chikungunya,2019.0,con_fhd,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,nu_notificacao,637,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_notificacao,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_cid,1,texto
chikungunya_2018,fato,chikungunya,2018.0,dt_notificacao,244,texto
chikungunya_2018,fato,chikungunya,2018.0,ds_semana_notificacao,64,inteiro
chikungunya_2018,fato,chikungunya,2018.0,notificacao_ano,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_uf_notificacao,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_municipio_notificacao,9,inteiro
chikungunya_2018,fato,chikungunya,2018.0,id_regional,4,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_unidade_notificacao,64,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_diagnostico_sintoma,284,texto
chikungunya_2018,fato,chikungunya,2018.0,ds_semana_sintoma,52,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_nascimento,448,texto
chikungunya_2018,fato,chikungunya,2018.0,nu_idade,90,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_sexo,3,texto
chikungunya_2018,fato,chikungunya,2018.0,tp_gestante,7,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_raca_cor,6,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_escolaridade,11,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_uf_residencia,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_municipio_residencia,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_regional_residencia,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_distrito_residencia,8,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_bairro_residencia,74,inteiro
chikungunya_2018,fato,chikungunya,2018.0,no_bairro_residencia,74,texto
chikungunya_2018,fato,chikungunya,2018.0,co_logradouro_residencia,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,nome_logradouro_residencia,536,texto
chikungunya_2018,fato,chikungunya,2018.0,nu_cep_residencia,136,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_zona_residencia,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_pais_residencia,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_investigacao,234,texto
chikungunya_2018,fato,chikungunya,2018.0,co_cbo_ocupacao,19,inteiro
chikungunya_2018,fato,chikungunya,2018.0,febre,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,mialgia,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,cefaleia,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,exantema,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,vomito,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,nausea,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dor_costas,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,conjutivite,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,artrite,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,artralgia,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,petequia_n,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,leucopenia,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,laco,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dor_retro,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,diabetes,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,hematolog,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,hepatopat,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,renal,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,hipertensao,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,acido_pept,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,auto_imune,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_chil_s1,106,texto
chikungunya_2018,fato,chikungunya,2018.0,dt_chil_s2,1,texto
chikungunya_2018,fato,chikungunya,2018.0,dt_prnt,5,texto
chikungunya_2018,fato,chikungunya,2018.0,res_chiks1,4,inteiro
chikungunya_2018,fato,chikungunya,2018.0,res_chiks2,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,resul_prnt,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_coleta_exame,1,texto
chikungunya_2018,fato,chikungunya,2018.0,tp_result_exame,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_coleta_NS1,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,Tp_result_NS1,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_coleta_isolamento,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,tp_result_isolamento,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_coleta_rtpcr,18,texto
chikungunya_2018,fato,chikungunya,2018.0,tp_result_rtpcr,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_sorotipo,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,tp_result_histopatologia,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_result_imunohistoquimica,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,st_ocorreu_hospitalizacao,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_internacao,47,texto
chikungunya_2018,fato,chikungunya,2018.0,co_uf_hospital,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_municipio_hospital,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_autoctone_residencia,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_uf_infeccao,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_pais_infeccao,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_municipio_infeccao,1,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_distrito_infeccao,6,inteiro
chikungunya_2018,fato,chikungunya,2018.0,co_bairro_infeccao,19,inteiro
chikungunya_2018,fato,chikungunya,2018.0,no_bairro_infeccao,19,texto
chikungunya_2018,fato,chikungunya,2018.0,tp_classificacao_final,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_criterio_confirmacao,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,st_doenca_trabalho,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,clinc_chik,2,inteiro
chikungunya_2018,fato,chikungunya,2018.0,tp_evolucao_caso,3,inteiro
chikungunya_2018,fato,chikungunya,2018.0,dt_obito,8,texto
chikungunya_2018,fato,chikungunya,2018.0,dt_encerramento,220,texto
chikungunya_2018,fato,chikungunya,2018.0,alrm_hipot,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_plaq,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_vom,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_sang,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_hemat,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_abdom,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_letar,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_hepat,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,alrm_liq,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,dt_alrm,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_pulso,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_conv,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_ench,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_insuf,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_taqui,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_extre,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_hipot,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_hemat,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_melen,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_metro,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_sang,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_ast,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_mioc,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_consc,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,grav_orgao,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,dt_grav,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,mami_hemor,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,epistaxe,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,gengivo,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,metro,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,petequias,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,hematura,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,sangram,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,laco_n,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,plasmatico,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,evidencia,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,plaq_menor,0,vazio
chikungunya_2018,fato,chikungunya,2018.0,con_fhd,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,nu_notificacao,1031,inteiro
chikungunya_2017,fato,chikungunya,2017.0,tp_notificacao,1,inteiro
chikungunya_2017,fato,chikungunya,2017.0,A92,1,texto
chikungunya_2017,fato,chikungunya,2017.0,dt_notificacao,271,texto
chikungunya_2017,fato,chikungunya,2017.0,ds_semana_notificacao,64,inteiro
chikungunya_2017,fato,chikungunya,2017.0,notificacao_ano,4,inteiro
chikungunya_2017,fato,chikungunya,2017.0,co_uf_notificacao,2,inteiro
chikungunya_2017,fato,chikungunya,2017.0,co_municipio_notificacao,7,inteiro
chikungunya_2017,fato,chikungunya,2017.0,id_regional,3,inteiro
chikungunya_2017,fato,chikungunya,2017.0,co_unidade_notificacao,69,inteiro
chikungunya_2017,fato,chikungunya,2017.0,dt_diagnostico_sintoma,329,texto
chikungunya_2017,fato,chikungunya,2017.0,ds_semana_sintoma,52,inteiro
chikungunya_2017,fato,chikungunya,2017.0,dt_nascimento,574,texto
chikungunya_2017,fato,chikungunya,2017.0,nu_idade,95,inteiro
chikungunya_2017,fato,chikungunya,2017.0,tp_sexo,3,texto
chikungunya_2017,fato,chikungunya,2017.0,tp_gestante,7,inteiro
chikungunya_2017,fato,chikungunya,2017.0,tp_raca_cor,6,decimal
chikungunya_2017,fato,chikungunya,2017.0,tp_escolaridade,11,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_uf_residencia,1,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_municipio_residencia,1,inteiro
chikungunya_2017,fato,chikungunya,2017.0,co_regional_residencia,1,inteiro
chikungunya_2017,fato,chikungunya,2017.0,co_distrito_residencia,8,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_bairro_residencia,80,decimal
chikungunya_2017,fato,chikungunya,2017.0,no_bairro_residencia,80,texto
chikungunya_2017,fato,chikungunya,2017.0,co_logradouro_residencia,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,nome_logradouro_residencia,899,texto
chikungunya_2017,fato,chikungunya,2017.0,nu_cep_residencia,294,decimal
chikungunya_2017,fato,chikungunya,2017.0,tp_zona_residencia,3,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_pais_residencia,1,inteiro
chikungunya_2017,fato,chikungunya,2017.0,dt_investigacao,272,texto
chikungunya_2017,fato,chikungunya,2017.0,co_cbo_ocupacao,26,decimal
chikungunya_2017,fato,chikungunya,2017.0,febre,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,mialgia,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,cefaleia,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,exantema,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,vomito,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,nausea,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,dor_costas,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,conjutivite,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,artrite,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,artralgia,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,petequia_n,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,leucopenia,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,laco,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,dor_retro,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,diabetes,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,hematolog,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,hepatopat,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,renal,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,hipertensao,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,acido_pept,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,auto_imune,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,dt_chil_s1,94,texto
chikungunya_2017,fato,chikungunya,2017.0,dt_chil_s2,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,dt_prnt,10,texto
chikungunya_2017,fato,chikungunya,2017.0,res_chiks1,4,decimal
chikungunya_2017,fato,chikungunya,2017.0,res_chiks2,3,decimal
chikungunya_2017,fato,chikungunya,2017.0,resul_prnt,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,dt_coleta_exame,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,tp_result_exame,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,dt_coleta_NS1,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,Tp_result_NS1,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,dt_coleta_isolamento,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,tp_result_isolamento,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,dt_coleta_rtpcr,13,texto
chikungunya_2017,fato,chikungunya,2017.0,tp_result_rtpcr,3,decimal
chikungunya_2017,fato,chikungunya,2017.0,tp_sorotipo,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,tp_result_histopatologia,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,tp_result_imunohistoquimica,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,st_ocorreu_hospitalizacao,3,decimal
chikungunya_2017,fato,chikungunya,2017.0,dt_internacao,14,texto
chikungunya_2017,fato,chikungunya,2017.0,co_uf_hospital,1,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_municipio_hospital,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,tp_autoctone_residencia,3,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_uf_infeccao,1,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_pais_infeccao,1,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_municipio_infeccao,1,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_distrito_infeccao,7,decimal
chikungunya_2017,fato,chikungunya,2017.0,co_bairro_infeccao,30,decimal
chikungunya_2017,fato,chikungunya,2017.0,no_bairro_infeccao,30,texto
chikungunya_2017,fato,chikungunya,2017.0,tp_classificacao_final,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,tp_criterio_confirmacao,3,decimal
chikungunya_2017,fato,chikungunya,2017.0,st_doenca_trabalho,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,clinc_chik,2,decimal
chikungunya_2017,fato,chikungunya,2017.0,tp_evolucao_caso,3,decimal
chikungunya_2017,fato,chikungunya,2017.0,dt_obito,10,texto
chikungunya_2017,fato,chikungunya,2017.0,dt_encerramento,272,texto
chikungunya_2017,fato,chikungunya,2017.0,alrm_hipot,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_plaq,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_vom,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_sang,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_hemat,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_abdom,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_letar,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_hepat,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,alrm_liq,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,dt_alrm,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_pulso,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_conv,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_ench,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_insuf,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_taqui,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_extre,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_hipot,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_hemat,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_melen,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_metro,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_sang,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_ast,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_mioc,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_consc,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,grav_orgao,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,dt_grav,0,vazio
chikungunya_2017,fato,chikungunya,2017.0,mami_hemor,0,vazio
