metodo,recall_5_pct,recall_10_pct,recall_15_pct,recall_20_pct,lead_time_mediano
casos_atuais,11.41304347826087,20.434782608695652,29.782608695652176,37.71739130434783,2.743478260869565
crescimento_recente,18.369565217391305,34.67391304347826,48.80434782608696,63.15217391304348,2.639130434782609
razao_historica_local,19.782608695652172,35.76086956521739,48.69565217391305,57.934782608695656,2.7130434782608694
modelo_onset_h3,25.76086956521739,38.369565217391305,48.15217391304348,57.608695652173914,2.4260869565217393
