ano_teste,horizonte,n_teste,prevalencia,pr_auc,precision,recall,f1,eventos_reais,eventos_top10_antes,taxa_top10_antes,lead_time_mediano_top10
2019,3,4888,0.18514729950900163,0.47874005668946784,0.4007467330429372,0.7116022099447514,0.5127388535031847,318,160,0.5031446540880503,2.0
2020,3,4982,0.08711360899237254,0.2618913288386666,0.23422459893048128,0.5046082949308756,0.31994156318480643,150,69,0.46,2.0
2021,3,4888,0.1976268412438625,0.47406724578473614,0.3879358052019923,0.7256728778467909,0.5055896141363144,341,147,0.4310850439882698,2.0
2022,3,4888,0.04582651391162029,0.10788576992104928,0.08896034297963558,0.3705357142857143,0.14347450302506481,81,36,0.4444444444444444,2.5
2023,3,4888,0.07283142389525368,0.16750609350345946,0.15320041972717732,0.4101123595505618,0.22307104660045837,117,57,0.48717948717948717,3.0
2024,3,4888,0.24120294599018002,0.29403802981906335,0.257563025210084,0.5199321458863444,0.3444787861758921,406,154,0.3793103448275862,2.0
2025,3,4700,0.23,0.4161406030217395,0.31950207468879666,0.7835337650323775,0.45391211146838156,397,149,0.37531486146095716,2.0
