threshold,precision,recall,f1,episodios_detectados_pct,lead_time_mediano,n_falsos_alertas,bairros_alertados_por_semana_media,falsos_alertas_por_semana_media
0.3,0.19483101391650098,0.6666666666666666,0.30153846153846153,0.8065217391304348,4.0,2284,29.206451612903226,14.831168831168831
0.4,0.23117775695095283,0.5593348450491308,0.3271441202475685,0.7086956521739131,4.0,1433,21.05921052631579,9.553333333333333
0.5,0.28092433167195285,0.46863189720332576,0.35127478753541075,0.5858695652173913,3.0,869,15.32638888888889,6.389705882352941
0.6,0.32558139534883723,0.37037037037037035,0.3465346534653465,0.45869565217391306,3.0,506,12.235772357723578,4.477876106194691
0.7,0.39655172413793105,0.29554043839758126,0.3386747509744478,0.3684782608695652,3.0,262,9.045871559633028,3.046511627906977
