agravo,variavel_climatica,tipo_serie,ajustada_por_sazonalidade,lag_semanas,correlacao_spearman,p_value,n_observacoes,confiavel
CHIKUNGUNYA,umidade,casos,False,9,0.1764,0.0,670,True
CHIKUNGUNYA,umidade,casos,False,10,0.1732,0.0,669,True
CHIKUNGUNYA,umidade,casos,False,11,0.1626,0.0,668,True
CHIKUNGUNYA,umidade,casos,False,12,0.1519,0.0001,667,True
CHIKUNGUNYA,umidade,casos,True,0,-0.0266,0.4888,679,True
CHIKUNGUNYA,umidade,casos,True,1,-0.0162,0.6734,678,True
CHIKUNGUNYA,umidade,casos,True,2,-0.0174,0.6506,677,True
CHIKUNGUNYA,umidade,casos,True,3,-0.0008,0.9828,676,True
CHIKUNGUNYA,umidade,casos,True,4,0.013,0.7366,675,True
CHIKUNGUNYA,umidade,casos,True,5,0.0178,0.6446,674,True
CHIKUNGUNYA,umidade,casos,True,6,0.029,0.4522,673,True
CHIKUNGUNYA,umidade,casos,True,7,0.0305,0.4302,672,True
CHIKUNGUNYA,umidade,casos,True,8,0.0285,0.4607,671,True
CHIKUNGUNYA,umidade,casos,True,9,0.0308,0.4259,670,True
CHIKUNGUNYA,umidade,casos,True,10,0.0264,0.4958,669,True
CHIKUNGUNYA,umidade,casos,True,11,0.0119,0.7593,668,True
CHIKUNGUNYA,umidade,casos,True,12,0.012,0.7571,667,True
CHIKUNGUNYA,umidade,incidencia,False,0,0.1026,0.0075,679,True
CHIKUNGUNYA,umidade,incidencia,False,1,0.1163,0.0024,678,True
CHIKUNGUNYA,umidade,incidencia,False,2,0.1279,0.0009,677,True
CHIKUNGUNYA,umidade,incidencia,False,3,0.1451,0.0002,676,True
CHIKUNGUNYA,umidade,incidencia,False,4,0.1676,0.0,675,True
CHIKUNGUNYA,umidade,incidencia,False,5,0.1656,0.0,674,True
CHIKUNGUNYA,umidade,incidencia,False,6,0.1773,0.0,673,True
CHIKUNGUNYA,umidade,incidencia,False,7,0.1794,0.0,672,True
CHIKUNGUNYA,umidade,incidencia,False,8,0.1781,0.0,671,True
CHIKUNGUNYA,umidade,incidencia,False,9,0.1775,0.0,670,True
CHIKUNGUNYA,umidade,incidencia,False,10,0.1743,0.0,669,True
CHIKUNGUNYA,umidade,incidencia,False,11,0.1641,0.0,668,True
CHIKUNGUNYA,umidade,incidencia,False,12,0.1535,0.0001,667,True
CHIKUNGUNYA,umidade,incidencia,True,0,-0.0238,0.5367,679,True
CHIKUNGUNYA,umidade,incidencia,True,1,-0.0127,0.742,678,True
CHIKUNGUNYA,umidade,incidencia,True,2,-0.0138,0.7202,677,True
CHIKUNGUNYA,umidade,incidencia,True,3,0.0027,0.9449,676,True
CHIKUNGUNYA,umidade,incidencia,True,4,0.0171,0.6583,675,True
CHIKUNGUNYA,umidade,incidencia,True,5,0.0219,0.5703,674,True
CHIKUNGUNYA,umidade,incidencia,True,6,0.0337,0.3834,673,True
CHIKUNGUNYA,umidade,incidencia,True,7,0.0351,0.364,672,True
CHIKUNGUNYA,umidade,incidencia,True,8,0.0332,0.3912,671,True
CHIKUNGUNYA,umidade,incidencia,True,9,0.0355,0.3595,670,True
CHIKUNGUNYA,umidade,incidencia,True,10,0.0309,0.4244,669,True
CHIKUNGUNYA,umidade,incidencia,True,11,0.0169,0.6626,668,True
CHIKUNGUNYA,umidade,incidencia,True,12,0.0164,0.6731,667,True
